timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1648904400,Apr 02 2022 - 1:00pm,complete,N/A,Hammarby,Helsingborg,Adam Ladebäck,1,0.00,0.00,2.13,0.53,2,1,3,1,1,0,"18,90'1","90'7",7,4,2,0,3,0,1,1,0,3,20,7,7,4,13,3,13,16,57,43,0.00,0.00,2.12,0.95,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.36,4.40,7.00,1.18,1.55,2.30,4.40,1.75,2.00,Tele2 Arena (Stockholm)
1648913400,Apr 02 2022 - 3:30pm,complete,N/A,Häcken,AIK,Andreas Ekberg,1,0.00,0.00,2.07,1.47,4,2,6,3,2,1,"12,14,55,62","19,77",10,7,1,0,2,0,1,0,1,1,23,17,9,7,14,10,6,12,50,50,0.00,0.00,2.34,2.02,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.74,3.20,2.69,1.35,1.96,3.68,7.40,1.80,1.95,Bravida Arena (Göteborg)
1648990800,Apr 03 2022 - 1:00pm,complete,16794,IFK Göteborg,Värnamo,Kristoffer Karlsson,1,0.00,0.00,1.60,1.07,2,1,3,1,1,0,"22,66","62",6,5,4,0,2,0,1,3,1,1,8,10,6,4,2,6,14,19,44,56,0.00,0.00,1.43,1.15,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.62,3.70,4.70,1.30,2.05,3.20,6.00,1.95,1.80,Gamla Ullevi (Göteborg)
1648990800,Apr 03 2022 - 1:00pm,complete,5187,Sirius,GIF Sundsvall,Fredrik Klitte,1,0.00,0.00,1.33,0.13,2,1,3,1,0,1,"53,85","23",5,5,3,0,0,0,3,0,0,0,15,10,6,3,9,7,10,19,59,41,0.00,0.00,1.53,1.13,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.77,3.65,4.75,1.25,1.75,2.92,5.59,1.75,2.00,Studenternas IP (Uppsala)
1648999800,Apr 03 2022 - 3:30pm,complete,N/A,Norrköping,Varberg,Mohammed Al Hakim,1,0.00,0.00,1.27,0.93,0,1,1,0,0,0,"","62",8,2,0,0,4,0,0,0,1,3,15,9,5,2,10,7,11,17,65,35,0.00,0.00,1.85,0.93,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.53,3.83,5.10,1.22,1.73,2.80,5.00,1.80,1.95,PlatinumCars Arena (Norrköping)
1648999800,Apr 03 2022 - 3:30pm,complete,N/A,Kalmar,Malmö FF,Glenn Nyberg,1,0.00,0.00,2.13,1.20,0,1,1,0,0,0,"","76",4,4,0,0,3,0,0,0,2,1,9,16,3,5,6,11,11,24,56,44,0.00,0.00,1.18,1.74,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.60,3.50,1.65,1.31,1.89,3.39,6.84,1.91,1.91,Guldfågeln Arena (Kalmar)
1649091600,Apr 04 2022 - 5:00pm,complete,N/A,Elfsborg,Mjällby,Kaspar Sjöberg,1,0.00,0.00,1.93,1.47,0,2,2,0,0,0,"","55,66",9,4,3,0,3,0,1,2,0,3,15,7,5,4,10,3,13,16,61,39,0.00,0.00,1.72,1.11,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.53,4.10,4.90,1.24,1.87,2.43,5.50,1.80,1.95,Borås Arena (Borås)
1649092200,Apr 04 2022 - 5:10pm,complete,N/A,Djurgården,Degerfors,Bojan Pandzic,1,0.00,0.00,2.27,0.67,3,1,4,1,1,0,"11,53,88","66",2,10,2,0,3,0,1,1,2,1,19,17,8,7,11,10,8,7,55,45,0.00,0.00,2.17,1.84,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.31,5.00,7.40,1.16,1.50,2.30,4.00,1.80,1.95,Tele2 Arena (Stockholm)
1649509200,Apr 09 2022 - 1:00pm,complete,N/A,GIF Sundsvall,Hammarby,Mohammed Al Hakim,2,0.00,0.00,0.80,1.60,1,5,6,5,1,4,"15","10,23,29,35,77",3,1,1,0,0,0,0,1,0,0,9,16,4,9,5,7,13,11,46,54,0.00,0.00,1.14,1.93,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.52,4.14,1.71,1.20,1.64,2.43,4.50,1.60,2.28,NP3 Arena (Sundsvall)
1649518200,Apr 09 2022 - 3:30pm,complete,N/A,Degerfors,Häcken,Adam Ladebäck,2,0.00,0.00,1.40,2.20,1,2,3,1,0,1,"66","14,84",3,10,3,0,0,0,1,2,0,0,6,25,2,13,4,12,13,13,43,57,0.00,0.00,0.73,3.02,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.25,3.45,2.20,1.20,1.65,2.50,4.50,1.57,2.35,Behrn Arena (Örebro)
