timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1491406200,Apr 05 2017 - 3:30pm,complete,4123,HJK,VPS,N/A,1,0.00,0.00,2.41,1.25,5,0,5,3,3,0,"32,40,44,54,64","",10,2,1,0,0,0,1,0,0,0,11,2,2,0,9,2,14,7,53,47,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.35,4.97,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Telia 5G -areena
1491409800,Apr 05 2017 - 4:30pm,complete,2679,SJK,Lahti,N/A,1,0.00,0.00,1.47,1.41,1,1,2,0,0,0,"72","82",6,4,1,0,1,0,1,0,0,1,13,15,7,5,6,10,-1,-1,53,47,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.70,3.78,5.77,0.00,0.00,0.00,0.00,0.00,0.00,OmaSP Stadion
1491656400,Apr 08 2017 - 1:00pm,complete,405,PS Kemi,HIFK,N/A,1,0.00,0.00,1.00,0.65,0,0,0,0,0,0,"","",3,7,0,0,2,0,0,0,2,0,5,4,5,4,0,0,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.98,3.16,2.68,0.00,0.00,0.00,0.00,0.00,0.00,Rovaniemen Keskuskenttä
1491656400,Apr 08 2017 - 1:00pm,complete,3051,Ilves,Lahti,N/A,1,0.00,1.00,1.94,1.41,1,1,2,1,1,0,"18","88",4,10,2,1,1,1,2,1,1,1,8,14,6,6,2,8,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,50,50,0,0,0,0,0,50,50,4.00,1.00,1.95,3.36,4.64,0.00,0.00,0.00,0.00,0.00,0.00,Ratinan Stadion (Tampere (Tammerfors))
1491656400,Apr 08 2017 - 1:00pm,complete,3059,VPS,SJK,N/A,1,0.00,0.00,1.12,1.38,1,3,4,2,1,1,"24","9,47,57",2,3,2,0,3,0,1,1,0,3,6,11,4,5,2,6,9,12,54,46,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.11,3.14,2.59,0.00,0.00,0.00,0.00,0.00,0.00,Elisa Stadion (Vaasa)
1491656400,Apr 08 2017 - 1:00pm,complete,1103,Mariehamn,JJK,N/A,1,0.00,0.00,2.06,0.65,5,2,7,3,1,2,"45'1,52,62,70,90","6,9",4,6,1,0,0,0,1,0,0,0,24,9,16,5,8,4,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.54,4.17,7.45,0.00,0.00,0.00,0.00,0.00,0.00,Wiklöf Holding Arena (Maarianhamina (Mariehamn)- Ahvenanmaa (Åland))
1491838200,Apr 10 2017 - 3:30pm,complete,3214,HJK,KuPS,N/A,2,3.00,0.00,2.41,1.47,2,0,2,1,1,0,"36,74","",0,2,1,0,1,0,0,1,0,1,17,5,6,2,11,3,6,19,59,41,0.00,0.00,0.00,0.00,2.50,0,50,50,50,50,50,50,50,50,10.00,1.00,1.31,5.50,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Telia 5G -areena
1492011000,Apr 12 2017 - 3:30pm,complete,2768,Inter Turku,RoPS,N/A,2,0.00,0.00,1.13,0.88,6,2,8,4,4,0,"15,20,39,45,47,67","58,86",9,2,0,0,0,0,0,0,0,0,19,7,11,4,8,3,9,10,51,49,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.76,3.55,5.68,0.00,0.00,0.00,0.00,0.00,0.00,Veritas Stadion
1492259400,Apr 15 2017 - 12:30pm,complete,3088,SJK,Ilves,N/A,2,1.00,0.00,1.47,1.44,1,2,3,1,0,1,"53","37,63",4,4,2,0,1,0,2,0,0,1,8,5,8,5,0,0,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,50,50,0,0,0,0,0,50,50,6.00,1.00,1.85,3.46,5.09,0.00,0.00,0.00,0.00,0.00,0.00,OmaSP Stadion
1492261200,Apr 15 2017 - 1:00pm,complete,2329,HIFK,JJK,N/A,2,0.00,0.00,1.13,0.65,0,0,0,0,0,0,"","",3,4,4,0,1,0,0,4,0,1,9,7,2,4,7,3,14,14,55,45,0.00,0.00,0.00,0.00,3.50,50,50,50,50,50,50,50,50,50,6.00,0.00,1.68,3.87,5.83,0.00,0.00,0.00,0.00,0.00,0.00,Telia 5G -areena
