timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1428148800,Apr 04 2015 - 12:00pm,complete,30278,Hammarby,Häcken,N/A,1,0.00,0.00,1.40,1.13,2,0,2,2,2,0,"13,39","",4,6,0,0,2,0,0,0,1,1,12,7,6,5,6,2,20,15,47,53,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.88,3.52,2.51,0.00,0.00,0.00,0.00,0.00,0.00,Tele2 Arena
1428156000,Apr 04 2015 - 2:00pm,complete,8132,Kalmar,Helsingborg,N/A,1,0.00,0.00,1.40,1.00,0,0,0,0,0,0,"","",5,6,1,0,2,0,0,1,0,2,11,13,7,4,4,9,14,10,47,53,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.47,3.33,3.09,0.00,0.00,0.00,0.00,0.00,0.00,Guldfågeln Arena
1428238800,Apr 05 2015 - 1:00pm,complete,15118,IFK Göteborg,Åtvidaberg,N/A,1,0.00,0.00,2.27,0.33,1,0,1,0,0,0,"56","",4,5,2,0,2,1,2,0,0,3,15,9,5,5,10,4,9,14,57,43,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.31,5.40,9.99,0.00,0.00,0.00,0.00,0.00,0.00,Gamla Ullevi
1428238800,Apr 05 2015 - 1:00pm,complete,3310,Falkenberg,Gefle,N/A,1,0.00,0.00,1.00,0.73,0,2,2,1,0,1,"","35,58",7,9,0,0,0,0,0,0,0,0,21,8,11,4,10,4,11,11,57,43,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.51,3.34,3.01,0.00,0.00,0.00,0.00,0.00,0.00,Falkenbergs IP (Falkenberg)
1428247800,Apr 05 2015 - 3:30pm,complete,20530,Djurgården,Elfsborg,N/A,1,0.00,0.00,1.80,1.40,1,2,3,1,0,1,"81","25,77",2,4,2,0,5,0,1,1,1,4,12,8,6,4,6,4,11,13,40,60,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.93,3.33,2.57,0.00,0.00,0.00,0.00,0.00,0.00,Tele2 Arena
1428247800,Apr 05 2015 - 3:30pm,complete,8220,Norrköping,Örebro,N/A,1,0.00,0.00,2.33,0.93,1,1,2,1,1,0,"6","62",9,7,1,0,2,0,1,0,1,1,18,14,7,6,11,8,14,11,52,48,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.26,3.52,3.29,0.00,0.00,0.00,0.00,0.00,0.00,Östgötaporten
1428325200,Apr 06 2015 - 1:00pm,complete,23840,AIK,Halmstad,N/A,1,0.00,0.00,2.67,0.40,2,1,3,0,0,0,"59,71","83",2,4,1,0,1,0,0,1,0,1,10,11,3,6,7,5,14,8,59,41,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.40,4.83,9.17,0.00,0.00,0.00,0.00,0.00,0.00,Friends Arena
1428334200,Apr 06 2015 - 3:30pm,complete,7850,GIF Sundsvall,Malmö FF,N/A,1,0.00,0.00,1.07,1.53,1,4,5,5,1,4,"30","6,16,20,37",3,4,2,0,2,1,0,2,2,1,9,6,5,4,4,2,17,6,52,48,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,6.92,4.22,1.54,0.00,0.00,0.00,0.00,0.00,0.00,Norrporten Arena (Sundsvall)
1428512400,Apr 08 2015 - 5:00pm,complete,7053,Helsingborg,Falkenberg,N/A,2,0.00,0.00,1.47,0.67,0,0,0,0,0,0,"","",7,4,1,0,1,0,0,1,0,1,19,9,11,4,8,5,12,10,51,49,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.62,4.10,5.91,0.00,0.00,0.00,0.00,0.00,0.00,Olympia
1428512400,Apr 08 2015 - 5:00pm,complete,3294,Gefle,Kalmar,N/A,2,0.00,0.00,1.67,0.67,2,0,2,2,2,0,"26,36","",4,10,0,0,3,0,0,0,1,2,6,16,3,9,3,7,17,13,39,61,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.89,3.25,2.66,0.00,0.00,0.00,0.00,0.00,0.00,Strömvallen (Gävle)
1428512400,Apr 08 2015 - 5:00pm,complete,8121,Örebro,IFK Göteborg,N/A,2,0.00,0.00,1.53,1.93,0,2,2,1,0,1,"","34,89",8,6,3,0,2,0,0,3,0,2,9,13,5,5,4,8,11,8,58,42,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.69,3.55,2.09,0.00,0.00,0.00,0.00,0.00,0.00,Behrn Arena
1428512700,Apr 08 2015 - 5:05pm,complete,11264,Elfsborg,Hammarby,N/A,2,0.00,0.00,2.27,0.80,1,1,2,1,0,1,"53","42",9,0,2,0,1,0,2,0,1,0,13,5,8,0,5,5,11,15,54,46,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.61,4.21,5.81,0.00,0.00,0.00,0.00,0.00,0.00,Borås Arena
1428598800,Apr 09 2015 - 5:00pm,complete,4308,Halmstad,Norrköping,N/A,2,0.00,0.00,1.00,2.07,0,3,3,1,0,1,"","44,62,75",5,3,2,0,0,0,0,2,0,0,13,14,7,7,6,7,17,9,50,50,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.55,3.31,2.98,0.00,0.00,0.00,0.00,0.00,0.00,Örjans Vall
1428598800,Apr 09 2015 - 5:00pm,complete,3417,Häcken,Djurgården,N/A,2,0.00,0.00,1.87,1.60,1,1,2,0,0,0,"62","58",2,6,2,0,2,0,0,2,0,2,15,9,7,5,8,4,8,6,48,52,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.85,3.80,4.43,0.00,0.00,0.00,0.00,0.00,0.00,Gamla Ullevi
1428598800,Apr 09 2015 - 5:00pm,complete,3384,Åtvidaberg,GIF Sundsvall,N/A,2,0.00,0.00,0.67,1.07,2,3,5,3,1,2,"43,87","28,38,76",5,8,1,0,1,0,0,1,0,1,7,7,5,4,2,3,7,10,54,46,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.85,3.72,4.49,0.00,0.00,0.00,0.00,0.00,0.00,Kopparvallen
1428599100,Apr 09 2015 - 5:05pm,complete,22337,Malmö FF,AIK,N/A,2,0.00,0.00,2.07,1.40,0,0,0,0,0,0,"","",10,4,3,0,2,0,1,2,0,2,13,10,6,4,7,6,19,13,58,42,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,1.63,4.06,5.95,0.00,0.00,0.00,0.00,0.00,0.00,Swedbank Stadion
1428843600,Apr 12 2015 - 1:00pm,complete,5027,Halmstad,Helsingborg,N/A,3,0.00,1.00,1.00,1.00,1,2,3,1,0,1,"83","21,72",3,6,1,0,3,0,1,0,2,1,11,11,5,4,6,7,4,12,49,51,0.00,0.00,0.00,0.00,1.50,0,50,50,0,0,0,50,50,50,11.00,4.00,2.70,3.33,2.79,0.00,0.00,0.00,0.00,0.00,0.00,Örjans Vall
